Price,Close,High,Low,Open,Volume,MA_20,MA_50,RSI,EMA_12,EMA_26,MACD,Signal_Line,Daily_Return
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,,,,,,
Date,,,,,,,,,,,,,
2022-03-07,272.42144775390625,282.95066088962125,272.0502832959446,281.8176435260185,43157200,,,,285.6792603304623,290.1093164322959,-4.4300561018336,-4.22872472694192,
2022-03-08,269.4326171875,277.35393141724774,263.71870593080934,271.3372344013198,48159500,,,,283.1797767700066,288.57770908082955,-5.397932310822966,-4.462566243718129,
2022-03-09,281.7882995605469,282.8627149831323,274.2478974233293,276.84601842426736,35204500,,,,282.96570335316665,288.0747898571049,-5.109086503938272,-4.591870295762158,
2022-03-10,278.9460754394531,279.9325884962455,274.0526177555188,276.4358563626852,30628000,,,,282.3472990587492,287.3985887891307,-5.051289730381541,-4.683754182686035,
2022-03-11,273.5544128417969,282.7748015215979,272.92928759887576,281.2608430906802,27209300,,,,280.9945473330642,286.3730942745134,-5.378546941449201,-4.822712734438668,
2022-03-14,270.0089111328125,278.76045763541293,269.4033395620521,273.8181756969653,30660700,,,,279.30444945610236,285.1609325603133,-5.856483104210952,-5.029466808393125,
2022-03-15,280.4696960449219,281.12412218602225,272.24559680163134,273.8279041245269,34245100,,,,279.4837181620746,284.8134335591732,-5.329715397098596,-5.0895165261342195,
2022-03-16,287.54132080078125,287.71712612417315,276.61164274900227,282.3841261870192,37826300,,,,280.72334933726023,285.0154992807738,-4.29214994351355,-4.930043209610086,
2022-03-17,288.3520202636719,288.7329318263678,282.63810836228123,286.4669268253734,30816600,,,,281.89699101824664,285.2626489832107,-3.3656579649640435,-4.617166160680878,
2022-03-18,293.4408264160156,293.99757316021453,285.9199761499781,288.49854401593865,43390600,,,,283.6729656948265,285.8684399041592,-2.1954742093327013,-4.132827770411242,
2022-03-21,292.2003173828125,293.15752930198056,288.03941288243874,291.936609418783,28351200,,,,284.98486595451664,286.3374678655409,-1.3526019110242373,-3.5767825985338417,
2022-03-22,296.9863586425781,297.9044929069664,291.8194166325831,292.82545356386584,27599700,,,,286.83124944498763,287.12627458976584,-0.29502514477820796,-2.920431107782715,
2022-03-23,292.52264404296875,296.1756568140491,290.79383211906736,293.5189338021798,25715400,,,,287.7068486139078,287.52600566037347,0.1808429535343521,-2.3001762955193015,
2022-03-24,297.02545166015625,297.1231312309202,291.379918238393,292.18084898798924,24484500,,,,289.1404798517922,288.22966832702406,0.9108115247681212,-1.657978731461817,
2022-03-25,296.61517333984375,298.39283996580843,292.3273179152547,298.1291319836509,22566500,,,,290.2904326961078,288.8508168464922,1.4396158496156204,-1.0384598152463296,
2022-03-28,303.471923828125,303.56957359384205,297.2500897171927,297.2500897171927,29578200,,,,292.31835440872584,289.93386180809466,2.3844926006311766,-0.3538693320708284,
2022-03-29,308.0723571777344,308.47282258203666,301.8602996724406,306.60725293119424,30393400,,,,294.7420471424195,291.2774540576976,3.464593084721912,0.4098231512877197,
2022-03-30,306.55828857421875,308.59969265817347,304.3313321084251,306.46063883881243,28163600,,,,296.5599304396194,292.409367725588,4.150562714031366,1.157971063836449,
2022-03-31,301.137451171875,307.8085742434031,300.7272387749314,306.5974014251346,33422100,,,,297.26416439842797,293.05589242531295,4.208271973115018,1.768031245692163,
2022-04-01,302.2216491699219,302.9151233446309,298.4319089346969,302.1727944881102,27110500,,,,298.0268543632732,293.73483736935805,4.2920169939151265,2.272828395336756,
2022-04-04,307.6425476074219,307.77927515123645,302.5049065671156,302.87607102658353,24289600,,,,299.5061917854499,294.76503812773313,4.741153657716779,2.7664934478127607,
2022-04-05,303.647705078125,307.5448723417732,302.6611921386578,305.9820887152526,23156700,,,,300.1433476766307,295.4230134573918,4.720334219238907,3.1572616020979902,
2022-04-06,292.5324401855469,299.8579603905272,289.80733832316116,298.09007056566804,40110400,,,,298.9724388318486,295.2088969187366,3.7635419131119647,3.2785176643007854,
2022-04-07,294.3589782714844,296.58593557316624,289.45577337073127,289.7585592024091,31411200,,,,298.26267566871564,295.14593998190315,3.11673568681249,3.2461612688031267,
2022-04-08,290.0613098144531,294.114758514282,289.3873595463898,293.45058514528654,24361900,,,,297.0009270757522,294.7693007102402,2.2316263655119997,3.043254288144902,
2022-04-11,278.62371826171875,285.80270394768763,278.36975736568456,285.0018030890559,34569300,,,,294.1736641812855,293.57333163997936,0.6003325413061589,2.5546699387771534,
2022-04-12,275.4981689453125,283.976230738317,273.9646861870453,282.5111266576431,30966700,,,,291.3005110680589,292.23443069963366,-0.9339196315747813,1.8569520247067668,
2022-04-13,280.9288024902344,281.86646070056173,274.7558238397101,276.15257896822624,21907200,,,,289.7048635945474,291.3969767581967,-1.6921131636492532,1.1471389870355628,
2022-04-14,273.32000732421875,281.60273889735595,272.8218922597156,281.38785579640427,28221600,,,,287.1841164760353,290.0579419853094,-2.873825509274127,0.3429460877736249,
2022-04-18,273.9939270019531,275.88879691544213,271.8646500253891,272.4213966078045,20778000,,,,285.15485655694573,288.86801494950527,-3.713158392559535,-0.4682748082930071,
2022-04-19,278.6627502441406,279.5125355457181,271.93305515408326,272.88049020303765,22297700,,,,284.1560709703603,288.11206941577456,-3.9559984454142523,-1.1658195357172563,
2022-04-20,279.6980895996094,282.96041387141395,278.7311305570008,282.66737520470974,22906700,,,,283.4702276825525,287.4888116516142,-4.0185839690616945,-1.736372422386144,
2022-04-21,274.2772216796875,286.47664424325205,273.54466971199327,281.8664493342582,29454600,,,,282.0559190667271,286.5101753573974,-4.454256290670287,-2.2799491960429727,
2022-04-22,267.655029296875,276.6117136875856,267.0201567056211,275.12705553343875,29405800,,,,279.8403975636729,285.11349787143274,-5.273100307759819,-2.8785794183863422,
2022-04-25,274.1893005371094,274.5702120346725,264.47076649778853,266.9321600201904,35678900,,,,278.9709980211247,284.30429806889026,-5.33330004776559,-3.369523544262192,
2022-04-26,263.9336242675781,271.88424044488903,263.7187411380498,271.0442617252178,46518400,,,,276.65755590519444,282.7953592687931,-6.137803363598664,-3.9231795081294862,
2022-04-27,276.6311950683594,284.20089972389013,272.6656489495554,275.53725542284377,63477700,,,,276.6535003918352,282.3387545132054,-5.685254121370178,-4.275594430777625,
2022-04-28,282.8921203613281,284.2107202393994,274.9121722102812,278.55540909563206,33646600,,,,277.6132880794495,282.37974457602934,-4.766456496579849,-4.3737668439380695,
2022-04-29,271.06378173828125,283.13625498873733,270.06752168378915,281.8957811106372,37073900,,,,276.60567171926976,281.54152510656655,-4.935853387296788,-4.486184152609813,
2022-05-02,277.8520812988281,278.311148394919,269.7940095834317,271.24933663359343,35151100,,,,276.7974270392018,281.26823297266003,-4.470805933458223,-4.4831085087794955,
2022-05-03,275.2247009277344,277.5200367564673,273.6326162931745,277.3539785017842,25978600,,,,276.55546917589913,280.82056393229516,-4.265094756396024,-4.4395057583028015,
2022-05-04,283.2340087890625,284.11306551548967,270.29225254976086,276.01591307699107,33599300,,,,277.5829368086935,280.999337625389,-3.4164008166955,-4.234884769981342,
2022-05-05,270.897705078125,279.68832808893956,267.95772051051614,278.8971744025754,43260400,,,,276.5544396193753,280.2510685478139,-3.6966289284385994,-4.127233601672794,
2022-05-06,268.3386535644531,272.75348892117427,264.9591260271714,268.4167793179081,37780300,,,,275.2904725340027,279.3686674379353,-4.078194903932626,-4.117425862124761,
2022-05-09,258.42474365234375,266.0237469488618,257.1940768192163,263.7772665423057,47726000,,,,272.69574501374746,277.81726567603965,-5.121520662292198,-4.318244822158249,
2022-05-10,263.2303771972656,267.3815055946251,258.9034434569056,265.3694316266322,39336400,,,,271.2395345804425,276.7367554183527,-5.497220837910163,-4.554040025308632,
2022-05-11,254.48854064941406,265.0470539174945,253.2676207080762,259.4992008578831,48975900,,,,268.6624585910535,275.0887395095424,-6.426280918488885,-4.928488203944683,
2022-05-12,249.40953063964844,253.83414329810515,244.20352624091382,251.6950891843199,51033800,,,,265.7004696754527,273.1865758895503,-7.4861062140975605,-5.440011805975258,
2022-05-13,255.04527282714844,256.92061886600135,249.40951742840485,251.36298922372015,34925100,,,,264.0612086218674,271.84277566270566,-7.78156704083824,-5.9083228529478555,
2022-05-16,255.4164581298828,259.635964706736,249.82952714597997,253.91227637831992,32550900,,,,262.7312470077159,270.6260114010151,-7.89476439329917,-6.305611161018119,
2022-05-17,260.61273193359375,262.08758316736333,256.3541470608715,259.91922784489185,28828800,,,,262.40532161169716,269.88428699602093,-7.478965384323772,-6.540282005679249,
2022-05-18,248.74710083007812,258.06728913926753,247.46459889192343,257.4798766012705,31356000,,,,260.30405687606344,268.3185695022474,-8.014512626183944,-6.8351281297801885,
2022-05-19,247.82684326171875,252.26177682297725,246.59329478297516,248.57088624180696,32692300,,,,258.38448555077963,266.80066385480086,-8.41617830402123,-7.151338164628397,
2022-05-20,247.259033203125,253.11353015163928,241.2674902410114,251.84079783567697,39199300,,,,256.67287749729434,265.35313565838044,-8.680258161086101,-7.457122163919939,
2022-05-23,255.17921447753906,256.01137981371926,248.11075377096566,250.12752900542884,33175400,,,,256.4430831865628,264.599511867207,-8.15642868064424,-7.596983467264799,
2022-05-24,254.17083740234375,255.84493788867908,248.1792947126843,252.47716745125462,29043900,,,,256.09350691206754,263.8270174624023,-7.733510550334756,-7.624288883878791,
2022-05-25,257.0099792480469,259.0267396927444,251.73312503658593,252.72193579297405,28547900,,,,256.23450265606436,263.3220516687463,-7.087549012681961,-7.516940909639425,
2022-05-26,260.3190002441406,261.5035951035618,255.94282019309284,256.76518578883463,25002100,,,,256.8628869003838,263.09960341507184,-6.236716514688055,-7.2608960306491515,
2022-05-27,267.5048828125,267.6027898610932,261.94410902602965,262.844812045236,26910800,,,,258.50011704070937,263.42592040747394,-4.925803366764569,-6.793877497872236,
2022-05-31,266.1637268066406,269.0028528487479,263.28543195733954,266.80987767863127,37827700,,,,259.6791339277757,263.6287208814863,-3.949586953710593,-6.2250193890399075,
2022-06-01,266.7021484375,271.86152485226245,264.37209783823954,269.4237974006691,25292200,,,,260.7595976985025,263.85638218193174,-3.0967844834292464,-5.599372407917775,
2022-06-02,268.8168029785156,268.88534091282213,256.1092604664374,258.8994475400852,44008200,,,,261.99916774158146,264.2238207594565,-2.2246530178750277,-4.924428529909226,
2022-06-03,264.3525390625,267.7105694939504,262.77634569587696,264.636460617641,28059000,,,,262.3612248678766,264.2333554485708,-1.8721305806942041,-4.313968940066221,
2022-06-06,263.10919189453125,268.4252141639937,261.611306341339,266.34971573756184,22400300,,,,262.47629671813115,264.15008407419754,-1.6737873560663843,-3.7859326232662545,
2022-06-07,266.7804870605469,267.3972687467386,260.35817754202344,261.0434971660239,22860700,,,,263.1384798477336,264.34492873985306,-1.2064488921194538,-3.2700358770368947,
2022-06-08,264.7344055175781,267.27004078076516,263.9511786806359,266.007108046667,17372300,,,,263.38400687386354,264.3737788715364,-0.9897719976728467,-2.813983101164085,
2022-06-09,259.2322998046875,266.98604925881506,259.075654478326,262.1595327811504,26439700,,,,262.7452827093749,263.9929285702883,-1.2476458609133942,-2.500715653113947,
2022-06-10,247.6799774169922,255.11065175767507,247.2296258219551,255.11065175767507,31422800,,,,260.4275434336237,262.7845618181923,-2.357018384568562,-2.47197619940487,
2022-06-13,237.17518615722656,243.79330970606344,236.4605123501644,239.96537332587806,46135800,,,,256.8502576987934,260.8875710284911,-4.0373133296976675,-2.78504362546343,
2022-06-14,239.35838317871094,240.5821468183324,236.44091990611824,238.741601524015,28651500,,,,254.15920008031918,259.29281637295185,-5.1336162926326665,-3.2547581588972774,
2022-06-15,246.4757843017578,249.9414913306037,241.24786956443694,243.0981996091526,33111700,,,,252.97713611438667,258.34340658990044,-5.3662704755137725,-3.6770606222205764,
2022-06-16,239.8283233642578,242.22689730154207,237.9192549218692,240.81711908607903,33169200,,,,250.95424184513607,256.97191894355655,-6.017677098420478,-4.145183917460557,
2022-06-17,242.45204162597656,245.2422286458587,238.908026974375,239.56396247992708,43084800,,,,249.64621104218844,255.89637247558764,-6.2501614333991995,-4.566179420648286,
2022-06-21,248.41424560546875,249.40304129416464,244.27301850164946,245.00727671939478,29928300,,,,249.45667789807771,255.34214085557883,-5.885462957501119,-4.830036128018853,
2022-06-22,247.81703186035156,251.77224422941265,245.11495223790845,246.60305297646258,25939900,,,,249.20442466150445,254.7847253744509,-5.580300712946439,-4.98008904500437,
2022-06-23,253.42674255371094,253.926047664145,248.30653476255785,250.20581826365253,25861400,,,,249.8540120295362,254.68413405439608,-4.8301220248598895,-4.950095640975475,
2022-06-24,262.08123779296875,262.35535965816274,256.22674167848834,256.3148490769033,33923200,,,,251.73512368544888,255.23206766466072,-3.496943979211835,-4.659465308622747,
2022-06-27,259.3302001953125,262.668600925161,257.7539771798243,262.580493533295,24615100,,,,252.90359699465867,255.53563303730158,-2.632036042642909,-4.25397945542678,
2022-06-28,251.0967254638672,261.30780194280726,250.94008013519854,258.4393071868514,27295500,,,,252.6256167591523,255.20682506889904,-2.581208309746728,-3.9194252262907696,
2022-06-29,254.79739379882812,256.47149412090425,250.39182968228573,252.1834214739702,20069800,,,,252.95973630371782,255.17649682667155,-2.2167605229537344,-3.578892285623363,
2022-06-30,251.43936157226562,254.0827030084972,247.59185582509667,251.6547451698626,31730900,,,,252.72583249887902,254.89967199301185,-2.173839494132835,-3.297881727325257,
2022-07-01,254.13160705566406,254.31762149543917,249.2659371855653,251.00859013063157,22837700,,,,252.94210550761517,254.84277829394907,-1.9006727863338995,-3.018439939126986,
2022-07-05,257.3330383300781,257.46031453595623,249.39325880008008,250.7834525788618,22941000,,,,253.61763363414792,255.027242000329,-1.4096083661810894,-2.696673624537807,
2022-07-06,260.6224670410156,262.36510513906245,256.89243813521284,258.2141087430497,23824400,,,,254.69530031212756,255.44170311445396,-0.7464028023264007,-2.3066194600955257,
2022-07-07,262.76654052734375,263.4126913580876,259.4574786412816,259.55538571449324,20859900,,,,255.93702957600695,255.9842836635569,-0.04725408754995897,-1.8547463855864126,
2022-07-08,262.04205322265625,262.47282039590425,257.7637804982548,259.2322968042255,19658800,,,,256.8762639831838,256.4330073346013,0.4432566485824623,-1.3951457787526378,
2022-07-11,258.95819091796875,260.93578224284204,256.6770787176081,260.0742478432402,19455200,,,,257.19656043468916,256.6200579704063,0.5765024642828394,-1.0008161301455423,
2022-07-12,248.34571838378906,260.35818752721144,246.74992567470585,260.2994492574208,35868500,,,,255.83489242685837,256.0071439269532,-0.17225150009480217,-0.8351032041353943,
2022-07-13,247.41563415527344,248.22821498935272,242.9023933395208,244.93873779025188,29497400,,,,254.53962192353762,255.37073579571765,-0.8311138721800262,-0.8343053377443208,
2022-07-14,248.74710083007812,249.78485003382096,240.77795239516902,245.3107778168034,25102800,,,,253.6484648322362,254.88009616863323,-1.2316313363970437,-0.9137705374748655,
2022-07-15,251.33169555664062,254.90507959533167,249.4226271669492,250.35268459387356,29774100,,,,253.29203878983688,254.617251678856,-1.3252128890191273,-0.9960590077837179,
2022-07-18,248.9135284423828,255.3652068726158,247.9834710484931,254.29808854634783,20975000,,,,252.61842181330547,254.1947536613395,-1.576331848034016,-1.1121135758337775,
2022-07-19,254.08273315429688,254.2687476414296,248.3555126143138,252.17364968195392,25012600,,,,252.84370048115034,254.186455846003,-1.3427553648526782,-1.1582419336375576,
2022-07-20,256.7651672363281,259.3106014451574,253.4757050910402,254.44491628080533,22788300,,,,253.44700305887,254.3774715045456,-0.9304684456756149,-1.1126872360451692,
2022-07-21,259.28125,259.3302184725148,251.63517705977236,254.33725677559613,22404700,,,,254.34457951135153,254.74071435606078,-0.39613484470925187,-0.9693767577779857,
2022-07-22,254.89532470703125,259.7610112419067,253.63242185465657,259.6729038250235,21881300,,,,254.4293095414561,254.7521669746512,-0.32285743319511084,-0.8400728928614107,
2022-07-25,253.3973846435547,256.011356959943,251.41979333023036,255.52185149730448,21056000,,,,254.27055186485586,254.65181272790332,-0.38126086304745854,-0.7483104868986203,
2022-07-26,246.6128387451172,254.42535645150633,244.3317565031678,254.40575711227834,39348000,,,,253.09244215412684,254.05633317362287,-0.9638910194960317,-0.7914265934181026,
2022-07-27,263.099365234375,264.3818670526716,253.4169635019874,255.67847616643652,45994000,,,,254.63196878185732,254.72618740034525,-0.094218618487929,-0.6519849984320679,
2022-07-28,270.6083984375,272.0083768125358,262.247637233615,264.0881824514157,33459300,,,,257.08988103657157,255.90264747717154,1.1872335594000276,-0.28414128686564877,
2022-07-29,274.8475036621094,276.08106692604906,270.8237833042732,271.871332111681,32152800,,,,259.821822978962,257.3059701575373,2.515852821424744,0.27585753479242975,
2022-08-01,272.1748046875,275.37615927856933,270.0503380851615,271.9887902435471,21539600,,,,261.72228170335245,258.4073653079049,3.31491639544754,0.8836693069234518,
2022-08-02,269.05181884765625,272.0573898848559,266.6630295406296,270.20704469433673,22754200,,,,262.8499028024761,259.19584334788647,3.6540594545896283,1.4377473364566873,
2022-08-03,276.54119873046875,277.5495787208633,270.80417955665024,270.9510550872354,23518900,,,,264.9562560221673,260.480684487337,4.475571534830294,2.0453121761314086,
2022-08-04,277.6964416503906,277.8432873130709,274.28950276803903,275.8852654718878,18098700,,,,266.9162845803555,261.75592575867427,5.160358821681257,2.6683215052413782,
2022-08-05,276.97198486328125,277.69644338839964,272.8307578875251,273.2908942181647,16774600,,,,268.4633153931133,262.88304124790443,5.580274145208875,3.250712033234878,
2022-08-08,274.4363708496094,279.91883842819703,273.4573598490417,278.08806276041804,18739200,,,,269.382247001805,263.7388434406233,5.643403561181685,3.7292503388242397,
2022-08-09,276.3747863769531,277.138413742607,271.78322251262296,273.7706434744483,23405200,,,,270.45802229028936,264.6748392136848,5.783183076604587,4.140036886380309,
2022-08-10,283.0907897949219,283.7271408918483,280.91738444509724,282.1215785838653,24687800,,,,272.40152498330974,266.03898370118384,6.362541282125903,4.584537765529428,
2022-08-11,280.9957275390625,285.0977860349163,280.49645224354316,284.7453564145497,20065900,,,,273.72370999188706,267.1468906521378,6.57681933974925,4.982994080373393,
2022-08-12,285.7830505371094,285.7830505371094,280.9173655924106,282.42505061279246,22619700,,,,275.5789931526905,268.52734693991346,7.05164621277703,5.39672450685412,
2022-08-15,287.3103332519531,288.00542263320517,284.020841054866,284.89217510665344,18085700,,,,277.3838147064232,269.9186792593238,7.465135447099385,5.810406694903174,
2022-08-16,286.5663146972656,287.86841611862894,284.32440091505595,285.8614255495848,18102900,,,,278.7965070127067,271.15183743991213,7.644669572794555,6.17725927048145,
2022-08-17,285.81085205078125,287.8024615049413,283.99583142929515,284.260714678306,18253400,,,,279.8756370185643,272.2376903740506,7.637946644513704,6.4693967452879,
2022-08-18,284.6826171875,286.3897025198234,283.6132037965233,284.7022281895463,17186200,,,,280.6151724291698,273.15953680467646,7.455635624493311,6.666644521128983,
2022-08-19,280.73858642578125,283.77996804372776,280.15974756005085,283.4365809361365,20570000,,,,280.6341591978792,273.72094788772125,6.913211310157976,6.715957878934782,
2022-08-22,272.49749755859375,277.1184188368337,271.9775215331482,276.74560018831363,25061100,,,,279.38236509952765,273.6303219374155,5.752043162112159,6.523174935570259,
2022-08-23,271.2122802734375,273.5864991907063,270.19193919949356,271.2122802734375,17527400,,,,278.12542897243685,273.45120774008376,4.674221232353091,6.153384194926826,
2022-08-24,270.5745544433594,271.9873250547261,269.90739114210294,270.20173581807353,18137000,,,,276.9637559679634,273.2381223106968,3.7256336572665987,5.667834087394781,
2022-08-25,273.57666015625,273.74342851137396,269.32852822894,272.0853857878454,16583400,,,,276.4426643046229,273.26319918814517,3.1794651164777292,5.170160293211372,
2022-08-26,263.0201721191406,275.03851354355766,262.91226669001713,273.80233170181225,27549300,,,,274.3776655068564,272.50445644229296,1.8732090645634116,4.51077004748178,
2022-08-29,260.2142639160156,262.3432104239044,258.86035621361737,260.822534346841,20338500,,,,272.19868064672704,271.59407181071685,0.6046088360101862,3.7295378051874613,
2022-08-30,257.9969482421875,261.9997777650508,255.7306352871067,261.62698913446303,22767100,,,,270.01379873833633,270.58687747230726,-0.5730787339709309,2.869014497355783,
2022-08-31,256.52532958984375,262.05865571251803,256.38796276508316,260.3712114571765,24791800,,,,267.9386496385682,269.54528133286556,-1.6066316942973344,1.9738852590251599,
2022-09-01,255.47557067871094,255.95632465023138,250.57994612921527,253.97450570006126,23263400,,,,266.02125287551326,268.50308054366894,-2.481827668155688,1.0827426735889902,
2022-09-02,251.2176513671875,259.7334968513896,249.65772342258182,256.75100779601735,22855400,,,,263.7437757203862,267.22267838244807,-3.4789026620618415,0.17041360645882386,
2022-09-06,248.46080017089844,252.9541748145987,247.17557591964425,251.3550248242959,21328200,,,,261.39254871277274,265.83290962603695,-4.440360913264215,-0.7517412974857838,
